Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base
2089,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.5525,2.56463,2.53556
2090,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.53687,2.5486,2.51447
2091,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.52126,2.53366,2.49316
2092,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.50646,2.51917,2.47246
2093,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.49237,2.50398,2.45184
2094,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.47773,2.48883,2.42765
2095,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.46551,2.478,2.40401
2096,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.45436,2.46646,2.38089
2097,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.4427,2.45559,2.3585
2098,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.43096,2.44417,2.3372
2099,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.41975,2.43236,2.31595
2100,MALNCHP,Malnourished children under 5 (percent) ,HDI High,2.40747,2.42084,2.29511
2019,MalnPop,Malnourished population (number of people),HDI High,75.07,75.07,75.07
2020,MalnPop,Malnourished population (number of people),HDI High,80.59,80.59,80.59
2021,MalnPop,Malnourished population (number of people),HDI High,76.9,76.9,76.9
2022,MalnPop,Malnourished population (number of people),HDI High,72.21,72.21,72.21
2023,MalnPop,Malnourished population (number of people),HDI High,69.9,69.9,69.9
2024,MalnPop,Malnourished population (number of people),HDI High,66.95,65.93,66.95
2025,MalnPop,Malnourished population (number of people),HDI High,62.73,60.56,63.63
2026,MalnPop,Malnourished population (number of people),HDI High,57.6,55.18,60.54
2027,MalnPop,Malnourished population (number of people),HDI High,52.53,50.14,57.78
2028,MalnPop,Malnourished population (number of people),HDI High,47.98,45.78,55.07
2029,MalnPop,Malnourished population (number of people),HDI High,43.53,41.38,52.84
2030,MalnPop,Malnourished population (number of people),HDI High,39.39,37.28,50.39
2031,MalnPop,Malnourished population (number of people),HDI High,35.57,33.56,48.08
2032,MalnPop,Malnourished population (number of people),HDI High,32.04,30.07,45.89
2033,MalnPop,Malnourished population (number of people),HDI High,28.79,26.87,43.81
2034,MalnPop,Malnourished population (number of people),HDI High,25.8,23.98,41.87
2035,MalnPop,Malnourished population (number of people),HDI High,23.05,21.34,39.99
2036,MalnPop,Malnourished population (number of people),HDI High,20.53,18.92,38.19
2037,MalnPop,Malnourished population (number of people),HDI High,18.2,16.78,36.46
2038,MalnPop,Malnourished population (number of people),HDI High,16.13,14.83,34.78
2039,MalnPop,Malnourished population (number of people),HDI High,14.22,13.03,33.17
2040,MalnPop,Malnourished population (number of people),HDI High,12.46,11.97,31.6
2041,MalnPop,Malnourished population (number of people),HDI High,11.43,10.98,30.09
2042,MalnPop,Malnourished population (number of people),HDI High,10.46,10,28.63
2043,MalnPop,Malnourished population (number of people),HDI High,9.50283,9.05411,27.21
2044,MalnPop,Malnourished population (number of people),HDI High,8.57285,8.13147,25.83
2045,MalnPop,Malnourished population (number of people),HDI High,7.66807,7.24545,24.47
2046,MalnPop,Malnourished population (number of people),HDI High,6.81263,6.40543,23.15
2047,MalnPop,Malnourished population (number of people),HDI High,5.98052,5.58135,21.84
2048,MalnPop,Malnourished population (number of people),HDI High,5.25958,4.87503,20.62
2049,MalnPop,Malnourished population (number of people),HDI High,4.97335,4.59967,19.76
2050,MalnPop,Malnourished population (number of people),HDI High,4.69158,4.33592,18.91
2051,MalnPop,Malnourished population (number of people),HDI High,4.42019,4.08264,18.07
2052,MalnPop,Malnourished population (number of people),HDI High,4.15781,3.83945,17.26
2053,MalnPop,Malnourished population (number of people),HDI High,3.90428,3.60622,16.45
2054,MalnPop,Malnourished population (number of people),HDI High,3.65947,3.38196,15.67
2055,MalnPop,Malnourished population (number of people),HDI High,3.42626,3.16702,14.9
2056,MalnPop,Malnourished population (number of people),HDI High,3.20168,2.97131,14.16
2057,MalnPop,Malnourished population (number of people),HDI High,2.99637,2.77803,13.44
2058,MalnPop,Malnourished population (number of people),HDI High,2.79608,2.59738,12.74
2059,MalnPop,Malnourished population (number of people),HDI High,2.60948,2.42216,12.07
2060,MalnPop,Malnourished population (number of people),HDI High,2.42966,2.2541,11.42
2061,MalnPop,Malnourished population (number of people),HDI High,2.26053,2.09564,10.8
2062,MalnPop,Malnourished population (number of people),HDI High,2.09914,1.94615,10.21
2063,MalnPop,Malnourished population (number of people),HDI High,1.94889,1.80459,9.65431
2064,MalnPop,Malnourished population (number of people),HDI High,1.80772,1.67485,9.13011
2065,MalnPop,Malnourished population (number of people),HDI High,1.67822,1.55579,8.63344
2066,MalnPop,Malnourished population (number of people),HDI High,1.55666,1.4433,8.17118
2067,MalnPop,Malnourished population (number of people),HDI High,1.44557,1.33805,7.73256
2068,MalnPop,Malnourished population (number of people),HDI High,1.33938,1.23963,7.33519
2069,MalnPop,Malnourished population (number of people),HDI High,1.24338,1.15009,6.95478
2070,MalnPop,Malnourished population (number of people),HDI High,1.15451,1.06698,6.59652
2071,MalnPop,Malnourished population (number of people),HDI High,1.07024,0.98911,6.27733
2072,MalnPop,Malnourished population (number of people),HDI High,0.9965,0.92079,5.97856
2073,MalnPop,Malnourished population (number of people),HDI High,0.92479,0.85593,5.7005
2074,MalnPop,Malnourished population (number of people),HDI High,0.85865,0.79644,5.44318
2075,MalnPop,Malnourished population (number of people),HDI High,0.79693,0.74329,5.20151
2076,MalnPop,Malnourished population (number of people),HDI High,0.74337,0.69634,4.97822
2077,MalnPop,Malnourished population (number of people),HDI High,0.69445,0.65272,4.76646
2078,MalnPop,Malnourished population (number of people),HDI High,0.65091,0.61366,4.56883
2079,MalnPop,Malnourished population (number of people),HDI High,0.61034,0.57397,4.38446
2080,MalnPop,Malnourished population (number of people),HDI High,0.57475,0.53917,4.20307
2081,MalnPop,Malnourished population (number of people),HDI High,0.53881,0.50574,4.02922
2082,MalnPop,Malnourished population (number of people),HDI High,0.50615,0.47707,3.86482
2083,MalnPop,Malnourished population (number of people),HDI High,0.47511,0.45097,3.70716
2084,MalnPop,Malnourished population (number of people),HDI High,0.44771,0.42729,3.55853
2085,MalnPop,Malnourished population (number of people),HDI High,0.42329,0.4042,3.41644
2086,MalnPop,Malnourished population (number of people),HDI High,0.40202,0.3836,3.28217
2087,MalnPop,Malnourished population (number of people),HDI High,0.38187,0.3643,3.15424
2088,MalnPop,Malnourished population (number of people),HDI High,0.36387,0.34687,3.03504
2089,MalnPop,Malnourished population (number of people),HDI High,0.34663,0.33006,2.92145
2090,MalnPop,Malnourished population (number of people),HDI High,0.33134,0.31398,2.81773
2091,MalnPop,Malnourished population (number of people),HDI High,0.3172,0.2996,2.71617
2092,MalnPop,Malnourished population (number of people),HDI High,0.30426,0.28672,2.62303
2093,MalnPop,Malnourished population (number of people),HDI High,0.29214,0.27517,2.53377
2094,MalnPop,Malnourished population (number of people),HDI High,0.27703,0.2604,2.40726
2095,MalnPop,Malnourished population (number of people),HDI High,0.26685,0.2545,2.28849
2096,MalnPop,Malnourished population (number of people),HDI High,0.25951,0.24926,2.17501
2097,MalnPop,Malnourished population (number of people),HDI High,0.25313,0.24429,2.06898
2098,MalnPop,Malnourished population (number of people),HDI High,0.24727,0.23931,1.97224
2099,MalnPop,Malnourished population (number of people),HDI High,0.24226,0.23496,1.88024
2100,MalnPop,Malnourished population (number of people),HDI High,0.23714,0.23047,1.79334
2019,MALNPOPP,Malnourished population (percent) ,HDI High,2.5415,2.5415,2.5415
2020,MALNPOPP,Malnourished population (percent) ,HDI High,2.71122,2.71122,2.71122
2021,MALNPOPP,Malnourished population (percent) ,HDI High,2.57223,2.57223,2.57223
2022,MALNPOPP,Malnourished population (percent) ,HDI High,2.40296,2.40296,2.40296
2023,MALNPOPP,Malnourished population (percent) ,HDI High,2.31504,2.31504,2.31504
2024,MALNPOPP,Malnourished population (percent) ,HDI High,2.20749,2.17368,2.20749
2025,MALNPOPP,Malnourished population (percent) ,HDI High,2.05967,1.98843,2.08917
2026,MALNPOPP,Malnourished population (percent) ,HDI High,1.88381,1.80451,1.97984
2027,MALNPOPP,Malnourished population (percent) ,HDI High,1.71152,1.63369,1.88256
2028,MALNPOPP,Malnourished population (percent) ,HDI High,1.55786,1.4866,1.78781
2029,MALNPOPP,Malnourished population (percent) ,HDI High,1.40848,1.33919,1.70981
2030,MALNPOPP,Malnourished population (percent) ,HDI High,1.27082,1.20314,1.62565
2031,MALNPOPP,Malnourished population (percent) ,HDI High,1.14448,1.0803,1.54675
2032,MALNPOPP,Malnourished population (percent) ,HDI High,1.02843,0.96545,1.47252
2033,MALNPOPP,Malnourished population (percent) ,HDI High,0.92197,0.86096,1.40266
2034,MALNPOPP,Malnourished population (percent) ,HDI High,0.82489,0.76684,1.33762
2035,MALNPOPP,Malnourished population (percent) ,HDI High,0.73569,0.68116,1.27521
2036,MALNPOPP,Malnourished population (percent) ,HDI High,0.65404,0.60306,1.21598
2037,MALNPOPP,Malnourished population (percent) ,HDI High,0.57912,0.53415,1.15916
2038,MALNPOPP,Malnourished population (percent) ,HDI High,0.51275,0.47145,1.1046
2039,MALNPOPP,Malnourished population (percent) ,HDI High,0.45164,0.41402,1.05219
2040,MALNPOPP,Malnourished population (percent) ,HDI High,0.39548,0.38003,1.00185
2041,MALNPOPP,Malnourished population (percent) ,HDI High,0.36252,0.34853,0.95336
2042,MALNPOPP,Malnourished population (percent) ,HDI High,0.33172,0.31741,0.90668
2043,MALNPOPP,Malnourished population (percent) ,HDI High,0.30138,0.2873,0.86165
2044,MALNPOPP,Malnourished population (percent) ,HDI High,0.27196,0.25809,0.81815
2045,MALNPOPP,Malnourished population (percent) ,HDI High,0.24338,0.23008,0.77554
2046,MALNPOPP,Malnourished population (percent) ,HDI High,0.21639,0.20355,0.73406
2047,MALNPOPP,Malnourished population (percent) ,HDI High,0.19015,0.17753,0.69325
2048,MALNPOPP,Malnourished population (percent) ,HDI High,0.16743,0.15525,0.65534
2049,MALNPOPP,Malnourished population (percent) ,HDI High,0.15855,0.14669,0.6289
2050,MALNPOPP,Malnourished population (percent) ,HDI High,0.14983,0.13852,0.60308
2051,MALNPOPP,Malnourished population (percent) ,HDI High,0.14145,0.13068,0.57752
2052,MALNPOPP,Malnourished population (percent) ,HDI High,0.13335,0.12317,0.55271
2053,MALNPOPP,Malnourished population (percent) ,HDI High,0.12553,0.11598,0.52833
2054,MALNPOPP,Malnourished population (percent) ,HDI High,0.11798,0.10906,0.50462
2055,MALNPOPP,Malnourished population (percent) ,HDI High,0.11078,0.10242,0.48139
2056,MALNPOPP,Malnourished population (percent) ,HDI High,0.10384,0.09639,0.45896
2057,MALNPOPP,Malnourished population (percent) ,HDI High,0.0975,0.09042,0.43708
2058,MALNPOPP,Malnourished population (percent) ,HDI High,0.0913,0.08483,0.41589
2059,MALNPOPP,Malnourished population (percent) ,HDI High,0.08551,0.07939,0.39538
2060,MALNPOPP,Malnourished population (percent) ,HDI High,0.07992,0.07416,0.37555
2061,MALNPOPP,Malnourished population (percent) ,HDI High,0.07464,0.06922,0.35658
2062,MALNPOPP,Malnourished population (percent) ,HDI High,0.06959,0.06454,0.33861
2063,MALNPOPP,Malnourished population (percent) ,HDI High,0.06487,0.06009,0.3215
2064,MALNPOPP,Malnourished population (percent) ,HDI High,0.06043,0.05601,0.30536
2065,MALNPOPP,Malnourished population (percent) ,HDI High,0.05634,0.05226,0.29002
2066,MALNPOPP,Malnourished population (percent) ,HDI High,0.0525,0.0487,0.27573
2067,MALNPOPP,Malnourished population (percent) ,HDI High,0.04897,0.04535,0.26213
2068,MALNPOPP,Malnourished population (percent) ,HDI High,0.04558,0.04221,0.24982
2069,MALNPOPP,Malnourished population (percent) ,HDI High,0.04252,0.03935,0.23799
2070,MALNPOPP,Malnourished population (percent) ,HDI High,0.03967,0.03668,0.22682
2071,MALNPOPP,Malnourished population (percent) ,HDI High,0.03695,0.03417,0.2169
2072,MALNPOPP,Malnourished population (percent) ,HDI High,0.03458,0.03197,0.2076
2073,MALNPOPP,Malnourished population (percent) ,HDI High,0.03225,0.02987,0.19895
2074,MALNPOPP,Malnourished population (percent) ,HDI High,0.0301,0.02793,0.19094
2075,MALNPOPP,Malnourished population (percent) ,HDI High,0.02808,0.02621,0.18341
2076,MALNPOPP,Malnourished population (percent) ,HDI High,0.02633,0.02468,0.17646
2077,MALNPOPP,Malnourished population (percent) ,HDI High,0.02473,0.02326,0.16986
2078,MALNPOPP,Malnourished population (percent) ,HDI High,0.0233,0.02198,0.1637
2079,MALNPOPP,Malnourished population (percent) ,HDI High,0.02197,0.02068,0.15796
2080,MALNPOPP,Malnourished population (percent) ,HDI High,0.0208,0.01953,0.15227
2081,MALNPOPP,Malnourished population (percent) ,HDI High,0.01961,0.01842,0.1468
2082,MALNPOPP,Malnourished population (percent) ,HDI High,0.01853,0.01748,0.14163
2083,MALNPOPP,Malnourished population (percent) ,HDI High,0.01749,0.01662,0.13664
2084,MALNPOPP,Malnourished population (percent) ,HDI High,0.01658,0.01584,0.13194
2085,MALNPOPP,Malnourished population (percent) ,HDI High,0.01577,0.01508,0.12742
2086,MALNPOPP,Malnourished population (percent) ,HDI High,0.01507,0.01439,0.12315
2087,MALNPOPP,Malnourished population (percent) ,HDI High,0.0144,0.01375,0.11906
2088,MALNPOPP,Malnourished population (percent) ,HDI High,0.01381,0.01318,0.11526
2089,MALNPOPP,Malnourished population (percent) ,HDI High,0.01323,0.01262,0.11162
2090,MALNPOPP,Malnourished population (percent) ,HDI High,0.01273,0.01208,0.10832
2091,MALNPOPP,Malnourished population (percent) ,HDI High,0.01226,0.0116,0.10505
2092,MALNPOPP,Malnourished population (percent) ,HDI High,0.01183,0.01117,0.10208
2093,MALNPOPP,Malnourished population (percent) ,HDI High,0.01143,0.01079,0.09921
2094,MALNPOPP,Malnourished population (percent) ,HDI High,0.01091,0.01027,0.09484
2095,MALNPOPP,Malnourished population (percent) ,HDI High,0.01058,0.0101,0.09073
2096,MALNPOPP,Malnourished population (percent) ,HDI High,0.01035,0.00996,0.08677
2097,MALNPOPP,Malnourished population (percent) ,HDI High,0.01016,0.00982,0.08306
2098,MALNPOPP,Malnourished population (percent) ,HDI High,0.00999,0.00969,0.07968
2099,MALNPOPP,Malnourished population (percent) ,HDI High,0.00986,0.00957,0.07645
2100,MALNPOPP,Malnourished population (percent) ,HDI High,0.00971,0.00945,0.07339
2019,MATMORTRATIO,Maternal mortality (ratio),HDI High,63.85,63.85,63.85
2020,MATMORTRATIO,Maternal mortality (ratio),HDI High,66.24,66.24,66.24
2021,MATMORTRATIO,Maternal mortality (ratio),HDI High,64.78,64.78,64.78
2022,MATMORTRATIO,Maternal mortality (ratio),HDI High,62.52,62.52,62.52
2023,MATMORTRATIO,Maternal mortality (ratio),HDI High,60.38,60.38,60.38
2024,MATMORTRATIO,Maternal mortality (ratio),HDI High,58.05,58.06,58.05
2025,MATMORTRATIO,Maternal mortality (ratio),HDI High,55.72,55.5,55.71
2026,MATMORTRATIO,Maternal mortality (ratio),HDI High,53.49,52.83,53.48
2027,MATMORTRATIO,Maternal mortality (ratio),HDI High,51.3,50.99,51.51
2028,MATMORTRATIO,Maternal mortality (ratio),HDI High,49.54,49.19,49.98
2029,MATMORTRATIO,Maternal mortality (ratio),HDI High,47.93,47.54,48.59
2030,MATMORTRATIO,Maternal mortality (ratio),HDI High,46.35,45.92,47.2
2031,MATMORTRATIO,Maternal mortality (ratio),HDI High,44.8,44.37,45.8
2032,MATMORTRATIO,Maternal mortality (ratio),HDI High,43.27,42.77,44.4
2033,MATMORTRATIO,Maternal mortality (ratio),HDI High,41.77,41.36,43.03
2034,MATMORTRATIO,Maternal mortality (ratio),HDI High,40.46,40.03,41.67
2035,MATMORTRATIO,Maternal mortality (ratio),HDI High,39.2,38.74,40.32
2036,MATMORTRATIO,Maternal mortality (ratio),HDI High,37.97,37.51,38.99
2037,MATMORTRATIO,Maternal mortality (ratio),HDI High,36.79,36.32,37.71
2038,MATMORTRATIO,Maternal mortality (ratio),HDI High,35.66,35.19,36.54
2039,MATMORTRATIO,Maternal mortality (ratio),HDI High,34.56,34.1,35.45
2040,MATMORTRATIO,Maternal mortality (ratio),HDI High,33.53,33.07,34.41
2041,MATMORTRATIO,Maternal mortality (ratio),HDI High,32.54,32.08,33.42
2042,MATMORTRATIO,Maternal mortality (ratio),HDI High,31.59,31.13,32.47
2043,MATMORTRATIO,Maternal mortality (ratio),HDI High,30.68,30.21,31.55
2044,MATMORTRATIO,Maternal mortality (ratio),HDI High,29.78,29.3,30.69
2045,MATMORTRATIO,Maternal mortality (ratio),HDI High,28.92,28.44,29.86
2046,MATMORTRATIO,Maternal mortality (ratio),HDI High,28.09,27.63,29.07
2047,MATMORTRATIO,Maternal mortality (ratio),HDI High,27.28,26.83,28.31
2048,MATMORTRATIO,Maternal mortality (ratio),HDI High,26.5,26.06,27.58
2049,MATMORTRATIO,Maternal mortality (ratio),HDI High,25.74,25.32,26.86
2050,MATMORTRATIO,Maternal mortality (ratio),HDI High,24.99,24.58,26.15
2051,MATMORTRATIO,Maternal mortality (ratio),HDI High,24.24,23.84,25.45
2052,MATMORTRATIO,Maternal mortality (ratio),HDI High,23.5,23.12,24.75
2053,MATMORTRATIO,Maternal mortality (ratio),HDI High,22.77,22.41,24.03
2054,MATMORTRATIO,Maternal mortality (ratio),HDI High,22.04,21.7,23.32
2055,MATMORTRATIO,Maternal mortality (ratio),HDI High,21.32,20.99,22.61
2056,MATMORTRATIO,Maternal mortality (ratio),HDI High,20.6,20.29,21.91
2057,MATMORTRATIO,Maternal mortality (ratio),HDI High,19.91,19.62,21.21
2058,MATMORTRATIO,Maternal mortality (ratio),HDI High,19.25,18.97,20.52
2059,MATMORTRATIO,Maternal mortality (ratio),HDI High,18.62,18.36,19.85
2060,MATMORTRATIO,Maternal mortality (ratio),HDI High,18.03,17.78,19.19
2061,MATMORTRATIO,Maternal mortality (ratio),HDI High,17.46,17.22,18.56
2062,MATMORTRATIO,Maternal mortality (ratio),HDI High,16.91,16.68,17.95
2063,MATMORTRATIO,Maternal mortality (ratio),HDI High,16.38,16.16,17.37
2064,MATMORTRATIO,Maternal mortality (ratio),HDI High,15.87,15.67,16.82
2065,MATMORTRATIO,Maternal mortality (ratio),HDI High,15.38,15.18,16.3
2066,MATMORTRATIO,Maternal mortality (ratio),HDI High,14.9,14.71,15.79
2067,MATMORTRATIO,Maternal mortality (ratio),HDI High,14.44,14.26,15.29
2068,MATMORTRATIO,Maternal mortality (ratio),HDI High,14,13.83,14.82
2069,MATMORTRATIO,Maternal mortality (ratio),HDI High,13.58,13.41,14.36
2070,MATMORTRATIO,Maternal mortality (ratio),HDI High,13.17,13,13.93
2071,MATMORTRATIO,Maternal mortality (ratio),HDI High,12.77,12.61,13.5
2072,MATMORTRATIO,Maternal mortality (ratio),HDI High,12.39,12.24,13.1
2073,MATMORTRATIO,Maternal mortality (ratio),HDI High,12.03,11.88,12.71
2074,MATMORTRATIO,Maternal mortality (ratio),HDI High,11.68,11.53,12.34
2075,MATMORTRATIO,Maternal mortality (ratio),HDI High,11.34,11.2,11.98
2076,MATMORTRATIO,Maternal mortality (ratio),HDI High,11.01,10.87,11.64
2077,MATMORTRATIO,Maternal mortality (ratio),HDI High,10.7,10.56,11.31
2078,MATMORTRATIO,Maternal mortality (ratio),HDI High,10.4,10.27,10.99
2079,MATMORTRATIO,Maternal mortality (ratio),HDI High,10.1,9.97503,10.68
2080,MATMORTRATIO,Maternal mortality (ratio),HDI High,9.81907,9.69307,10.38
2081,MATMORTRATIO,Maternal mortality (ratio),HDI High,9.5417,9.41884,10.09
2082,MATMORTRATIO,Maternal mortality (ratio),HDI High,9.27137,9.15146,9.80597
2083,MATMORTRATIO,Maternal mortality (ratio),HDI High,9.00753,8.89055,9.52875
2084,MATMORTRATIO,Maternal mortality (ratio),HDI High,8.74995,8.63599,9.258
2085,MATMORTRATIO,Maternal mortality (ratio),HDI High,8.5002,8.3893,8.99506
2086,MATMORTRATIO,Maternal mortality (ratio),HDI High,8.25748,8.14968,8.73914
2087,MATMORTRATIO,Maternal mortality (ratio),HDI High,8.03704,7.9325,8.50535
2088,MATMORTRATIO,Maternal mortality (ratio),HDI High,7.8349,7.73355,8.28971
2089,MATMORTRATIO,Maternal mortality (ratio),HDI High,7.63761,7.53948,8.07898
2090,MATMORTRATIO,Maternal mortality (ratio),HDI High,7.44571,7.35076,7.87368
2091,MATMORTRATIO,Maternal mortality (ratio),HDI High,7.259,7.16721,7.67366
2092,MATMORTRATIO,Maternal mortality (ratio),HDI High,7.07755,6.98887,7.47898
2093,MATMORTRATIO,Maternal mortality (ratio),HDI High,6.90144,6.8158,7.28971
2094,MATMORTRATIO,Maternal mortality (ratio),HDI High,6.7307,6.64803,7.10607
2095,MATMORTRATIO,Maternal mortality (ratio),HDI High,6.56535,6.48555,6.92809
2096,MATMORTRATIO,Maternal mortality (ratio),HDI High,6.4054,6.32834,6.75579
2097,MATMORTRATIO,Maternal mortality (ratio),HDI High,6.25079,6.17635,6.58916
2098,MATMORTRATIO,Maternal mortality (ratio),HDI High,6.10142,6.02948,6.42812
2099,MATMORTRATIO,Maternal mortality (ratio),HDI High,5.95713,5.88757,6.2726
2100,MATMORTRATIO,Maternal mortality (ratio),HDI High,5.81777,5.75047,6.12245
2019,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,8.89047,8.89047,8.89047
2020,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,9.07331,9.07331,9.07331
2021,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,8.8956,8.89559,8.8956
2022,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,8.65363,8.65363,8.65363
2023,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,8.45212,8.45213,8.45212
2024,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,8.24925,8.23026,8.24925
2025,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,8.04381,7.99907,8.02574
2026,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,7.84946,7.7738,7.80754
2027,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,7.66684,7.55375,7.58872
2028,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,7.49113,7.34014,7.37848
2029,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,7.32945,7.13852,7.18273
2030,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,7.16953,6.93645,6.9888
2031,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,7.01229,6.74034,6.79815
2032,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,6.85748,6.5406,6.61001
2033,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,6.70478,6.3517,6.42469
2034,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,6.55538,6.17019,6.2501
2035,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,6.4084,5.99472,6.07991
2036,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,6.26479,5.82288,5.91258
2037,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,6.12394,5.66286,5.74788
2038,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,5.98955,5.50897,5.59308
2039,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,5.85973,5.3596,5.44324
2040,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,5.73408,5.21403,5.29907
2041,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,5.61208,5.07397,5.16026
2042,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,5.49406,4.93967,5.02589
2043,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,5.3787,4.81712,4.89731
2044,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,5.26688,4.69949,4.78078
2045,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,5.15745,4.58535,4.66796
2046,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,5.05174,4.47606,4.55928
2047,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,4.94813,4.36877,4.45287
2048,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,4.84682,4.26358,4.34904
2049,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,4.74739,4.16104,4.2475
2050,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,4.64797,4.06189,4.14669
2051,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,4.54795,3.96412,4.04684
2052,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,4.44857,3.86758,3.947
2053,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,4.35028,3.76976,3.84791
2054,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,4.25375,3.67219,3.74874
2055,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,4.15719,3.57422,3.64964
2056,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,4.06194,3.47651,3.54982
2057,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,3.96515,3.37863,3.45079
2058,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,3.86947,3.28201,3.35217
2059,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,3.77416,3.18606,3.25488
2060,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,3.67963,3.09089,3.15812
2061,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,3.58508,2.99605,3.06186
2062,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,3.49182,2.90155,2.96517
2063,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,3.3991,2.80787,2.87007
2064,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,3.30808,2.71639,2.77614
2065,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,3.2177,2.62674,2.6837
2066,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,3.13022,2.53786,2.59258
2067,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,3.04362,2.45033,2.5032
2068,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.95872,2.36461,2.41523
2069,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.8753,2.28123,2.32978
2070,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.79374,2.19945,2.24624
2071,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.71369,2.11939,2.16426
2072,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.6355,2.04076,2.08358
