Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base
2080,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.54823,3.49693,4.10977
2081,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.48275,3.43392,4.02864
2082,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.4214,3.36626,3.94866
2083,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.35243,3.30801,3.87198
2084,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.29385,3.25048,3.79885
2085,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.2347,3.19754,3.72798
2086,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.1814,3.14712,3.65941
2087,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.1294,3.09919,3.5933
2088,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.0806,3.05408,3.53188
2089,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,3.03385,3.01071,3.47227
2090,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,2.98962,2.96942,3.41577
2091,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,2.94752,2.92885,3.36168
2092,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,2.90648,2.89055,3.31004
2093,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,2.86815,2.85272,3.26034
2094,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,2.82642,2.81055,3.20876
2095,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,2.78716,2.77225,3.15866
2096,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,2.74828,2.73362,3.10744
2097,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,2.71025,2.69809,3.06116
2098,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,2.67238,2.6641,3.01571
2099,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,2.63865,2.6311,2.97173
2100,MALNCHP,Malnourished children under 5 (percent) ,HDI Low,2.60553,2.60008,2.9309
2019,MalnPop,Malnourished population (number of people),HDI Low,208.20,208.2,208.2
2020,MalnPop,Malnourished population (number of people),HDI Low,214.6,214.6,214.6
2021,MalnPop,Malnourished population (number of people),HDI Low,216.7,216.7,216.7
2022,MalnPop,Malnourished population (number of people),HDI Low,213.9,213.9,213.9
2023,MalnPop,Malnourished population (number of people),HDI Low,216.1,216.1,216.1
2024,MalnPop,Malnourished population (number of people),HDI Low,216.9,198.3,216.9
2025,MalnPop,Malnourished population (number of people),HDI Low,198.5,199.5,216.5
2026,MalnPop,Malnourished population (number of people),HDI Low,199.6,194.3,216.2
2027,MalnPop,Malnourished population (number of people),HDI Low,194.2,190.4,216.2
2028,MalnPop,Malnourished population (number of people),HDI Low,190,185.8,215.9
2029,MalnPop,Malnourished population (number of people),HDI Low,185.6,181.4,215.8
2030,MalnPop,Malnourished population (number of people),HDI Low,180.9,176.5,215.7
2031,MalnPop,Malnourished population (number of people),HDI Low,176,171.5,215.5
2032,MalnPop,Malnourished population (number of people),HDI Low,170.9,166.2,215.2
2033,MalnPop,Malnourished population (number of people),HDI Low,165.5,160.5,214.8
2034,MalnPop,Malnourished population (number of people),HDI Low,159.8,154.7,214.2
2035,MalnPop,Malnourished population (number of people),HDI Low,153.9,148.7,213.5
2036,MalnPop,Malnourished population (number of people),HDI Low,147.8,142.5,212.6
2037,MalnPop,Malnourished population (number of people),HDI Low,141.4,136.5,211.4
2038,MalnPop,Malnourished population (number of people),HDI Low,135.2,130.1,209.9
2039,MalnPop,Malnourished population (number of people),HDI Low,128.7,123.6,208.1
2040,MalnPop,Malnourished population (number of people),HDI Low,122,120.5,205.9
2041,MalnPop,Malnourished population (number of people),HDI Low,118.8,117.5,203.4
2042,MalnPop,Malnourished population (number of people),HDI Low,115.6,114.1,200.5
2043,MalnPop,Malnourished population (number of people),HDI Low,112.2,110.6,197.3
2044,MalnPop,Malnourished population (number of people),HDI Low,108.7,106.9,194
2045,MalnPop,Malnourished population (number of people),HDI Low,105,103.1,190.3
2046,MalnPop,Malnourished population (number of people),HDI Low,101.1,99.11,186.4
2047,MalnPop,Malnourished population (number of people),HDI Low,97.06,94.98,182.3
2048,MalnPop,Malnourished population (number of people),HDI Low,92.85,90.64,178
2049,MalnPop,Malnourished population (number of people),HDI Low,89.8,87.38,174.6
2050,MalnPop,Malnourished population (number of people),HDI Low,86.74,84.17,171.2
2051,MalnPop,Malnourished population (number of people),HDI Low,83.62,80.91,167.6
2052,MalnPop,Malnourished population (number of people),HDI Low,80.38,77.64,163.9
2053,MalnPop,Malnourished population (number of people),HDI Low,77.16,74.37,160.1
2054,MalnPop,Malnourished population (number of people),HDI Low,73.94,70.89,156.3
2055,MalnPop,Malnourished population (number of people),HDI Low,70.42,67.07,152.3
2056,MalnPop,Malnourished population (number of people),HDI Low,66.95,63.94,148.3
2057,MalnPop,Malnourished population (number of people),HDI Low,63.53,60.82,144.3
2058,MalnPop,Malnourished population (number of people),HDI Low,60.43,57.73,140.2
2059,MalnPop,Malnourished population (number of people),HDI Low,57.39,54.74,135.9
2060,MalnPop,Malnourished population (number of people),HDI Low,54.46,51.85,131.5
2061,MalnPop,Malnourished population (number of people),HDI Low,51.62,49.06,127.3
2062,MalnPop,Malnourished population (number of people),HDI Low,48.85,46.36,123.1
2063,MalnPop,Malnourished population (number of people),HDI Low,46.19,43.72,118.8
2064,MalnPop,Malnourished population (number of people),HDI Low,42.49,40.07,114.6
2065,MalnPop,Malnourished population (number of people),HDI Low,39.96,37.78,110.4
2066,MalnPop,Malnourished population (number of people),HDI Low,37.67,35.55,106.3
2067,MalnPop,Malnourished population (number of people),HDI Low,35.46,33.44,102.2
2068,MalnPop,Malnourished population (number of people),HDI Low,33.35,31.42,98.21
2069,MalnPop,Malnourished population (number of people),HDI Low,31.35,29.41,93.36
2070,MalnPop,Malnourished population (number of people),HDI Low,29.36,27.53,89.27
2071,MalnPop,Malnourished population (number of people),HDI Low,27.43,25.76,85.51
2072,MalnPop,Malnourished population (number of people),HDI Low,25.71,24.15,81.75
2073,MalnPop,Malnourished population (number of people),HDI Low,24.03,22.53,78.13
2074,MalnPop,Malnourished population (number of people),HDI Low,22.38,20.66,74.45
2075,MalnPop,Malnourished population (number of people),HDI Low,20.54,19.22,70.91
2076,MalnPop,Malnourished population (number of people),HDI Low,19.13,17.85,67.59
2077,MalnPop,Malnourished population (number of people),HDI Low,17.77,16.59,64.38
2078,MalnPop,Malnourished population (number of people),HDI Low,16.54,15.36,61.32
2079,MalnPop,Malnourished population (number of people),HDI Low,15.31,14.36,58.45
2080,MalnPop,Malnourished population (number of people),HDI Low,14.31,13.33,55.64
2081,MalnPop,Malnourished population (number of people),HDI Low,13.27,12.35,52.95
2082,MalnPop,Malnourished population (number of people),HDI Low,12.31,10.97,50.34
2083,MalnPop,Malnourished population (number of people),HDI Low,10.93,10.14,47.8
2084,MalnPop,Malnourished population (number of people),HDI Low,10.11,9.38643,45.47
2085,MalnPop,Malnourished population (number of people),HDI Low,9.34845,8.67679,43.26
2086,MalnPop,Malnourished population (number of people),HDI Low,8.64673,8.03039,41.15
2087,MalnPop,Malnourished population (number of people),HDI Low,7.99207,7.43713,39.16
2088,MalnPop,Malnourished population (number of people),HDI Low,7.39911,6.89731,37.39
2089,MalnPop,Malnourished population (number of people),HDI Low,6.84947,6.39073,35.63
2090,MalnPop,Malnourished population (number of people),HDI Low,6.34176,5.92548,33.99
2091,MalnPop,Malnourished population (number of people),HDI Low,5.87377,5.49264,32.43
2092,MalnPop,Malnourished population (number of people),HDI Low,5.44566,5.09182,30.96
2093,MalnPop,Malnourished population (number of people),HDI Low,5.05531,4.71965,29.58
2094,MalnPop,Malnourished population (number of people),HDI Low,4.66266,4.1433,28.16
2095,MalnPop,Malnourished population (number of people),HDI Low,4.3007,3.80279,26.81
2096,MalnPop,Malnourished population (number of people),HDI Low,3.96393,3.48738,25.12
2097,MalnPop,Malnourished population (number of people),HDI Low,3.65338,3.20041,23.9
2098,MalnPop,Malnourished population (number of people),HDI Low,3.17513,2.93925,22.74
2099,MalnPop,Malnourished population (number of people),HDI Low,2.92947,2.70427,21.64
2100,MalnPop,Malnourished population (number of people),HDI Low,2.70472,2.48885,20.6
2019,MALNPOPP,Malnourished population (percent) ,HDI Low,21.86,21.86,21.86
2020,MALNPOPP,Malnourished population (percent) ,HDI Low,21.9,21.9,21.9
2021,MALNPOPP,Malnourished population (percent) ,HDI Low,21.49,21.49,21.49
2022,MALNPOPP,Malnourished population (percent) ,HDI Low,20.62,20.62,20.62
2023,MALNPOPP,Malnourished population (percent) ,HDI Low,20.25,20.25,20.25
2024,MALNPOPP,Malnourished population (percent) ,HDI Low,19.76,18.07,19.76
2025,MALNPOPP,Malnourished population (percent) ,HDI Low,17.58,17.67,19.18
2026,MALNPOPP,Malnourished population (percent) ,HDI Low,17.19,16.73,18.62
2027,MALNPOPP,Malnourished population (percent) ,HDI Low,16.26,15.94,18.11
2028,MALNPOPP,Malnourished population (percent) ,HDI Low,15.48,15.14,17.59
2029,MALNPOPP,Malnourished population (percent) ,HDI Low,14.72,14.39,17.11
2030,MALNPOPP,Malnourished population (percent) ,HDI Low,13.97,13.63,16.65
2031,MALNPOPP,Malnourished population (percent) ,HDI Low,13.23,12.9,16.19
2032,MALNPOPP,Malnourished population (percent) ,HDI Low,12.52,12.18,15.75
2033,MALNPOPP,Malnourished population (percent) ,HDI Low,11.81,11.47,15.31
2034,MALNPOPP,Malnourished population (percent) ,HDI Low,11.12,10.78,14.88
2035,MALNPOPP,Malnourished population (percent) ,HDI Low,10.45,10.11,14.47
2036,MALNPOPP,Malnourished population (percent) ,HDI Low,9.79453,9.45288,14.05
2037,MALNPOPP,Malnourished population (percent) ,HDI Low,9.14784,8.83934,13.63
2038,MALNPOPP,Malnourished population (percent) ,HDI Low,8.54291,8.23594,13.21
2039,MALNPOPP,Malnourished population (percent) ,HDI Low,7.94587,7.6462,12.79
2040,MALNPOPP,Malnourished population (percent) ,HDI Low,7.36409,7.29211,12.36
2041,MALNPOPP,Malnourished population (percent) ,HDI Low,7.01777,6.9561,11.93
2042,MALNPOPP,Malnourished population (percent) ,HDI Low,6.6857,6.61312,11.5
2043,MALNPOPP,Malnourished population (percent) ,HDI Low,6.35303,6.27768,11.07
2044,MALNPOPP,Malnourished population (percent) ,HDI Low,6.02825,5.94706,10.64
2045,MALNPOPP,Malnourished population (percent) ,HDI Low,5.70752,5.62157,10.22
2046,MALNPOPP,Malnourished population (percent) ,HDI Low,5.39178,5.30074,9.8073
2047,MALNPOPP,Malnourished population (percent) ,HDI Low,5.07918,4.98577,9.3951
2048,MALNPOPP,Malnourished population (percent) ,HDI Low,4.76995,4.67221,8.98811
2049,MALNPOPP,Malnourished population (percent) ,HDI Low,4.53127,4.42545,8.64644
2050,MALNPOPP,Malnourished population (percent) ,HDI Low,4.30154,4.19017,8.31218
2051,MALNPOPP,Malnourished population (percent) ,HDI Low,4.07729,3.961,7.98526
2052,MALNPOPP,Malnourished population (percent) ,HDI Low,3.85533,3.7395,7.66371
2053,MALNPOPP,Malnourished population (percent) ,HDI Low,3.64254,3.52609,7.35363
2054,MALNPOPP,Malnourished population (percent) ,HDI Low,3.4368,3.30959,7.05013
2055,MALNPOPP,Malnourished population (percent) ,HDI Low,3.22445,3.08508,6.75515
2056,MALNPOPP,Malnourished population (percent) ,HDI Low,3.02067,2.8989,6.46659
2057,MALNPOPP,Malnourished population (percent) ,HDI Low,2.82616,2.71869,6.18711
2058,MALNPOPP,Malnourished population (percent) ,HDI Low,2.65085,2.54558,5.91376
2059,MALNPOPP,Malnourished population (percent) ,HDI Low,2.48409,2.3818,5.64446
2060,MALNPOPP,Malnourished population (percent) ,HDI Low,2.32672,2.22692,5.37903
2061,MALNPOPP,Malnourished population (percent) ,HDI Low,2.17734,2.08092,5.13043
2062,MALNPOPP,Malnourished population (percent) ,HDI Low,2.03517,1.94282,4.88928
2063,MALNPOPP,Malnourished population (percent) ,HDI Low,1.90177,1.81058,4.65111
2064,MALNPOPP,Malnourished population (percent) ,HDI Low,1.72899,1.64045,4.42552
2065,MALNPOPP,Malnourished population (percent) ,HDI Low,1.60807,1.52961,4.20768
2066,MALNPOPP,Malnourished population (percent) ,HDI Low,1.49941,1.42421,3.99809
2067,MALNPOPP,Malnourished population (percent) ,HDI Low,1.39683,1.32568,3.79531
2068,MALNPOPP,Malnourished population (percent) ,HDI Low,1.30028,1.23321,3.60369
2069,MALNPOPP,Malnourished population (percent) ,HDI Low,1.21034,1.1433,3.38499
2070,MALNPOPP,Malnourished population (percent) ,HDI Low,1.12281,1.06007,3.20002
2071,MALNPOPP,Malnourished population (percent) ,HDI Low,1.03912,0.98285,3.03097
2072,MALNPOPP,Malnourished population (percent) ,HDI Low,0.96543,0.91359,2.86669
2073,MALNPOPP,Malnourished population (percent) ,HDI Low,0.89442,0.84501,2.71097
2074,MALNPOPP,Malnourished population (percent) ,HDI Low,0.8263,0.76857,2.55716
2075,MALNPOPP,Malnourished population (percent) ,HDI Low,0.75243,0.70955,2.4119
2076,MALNPOPP,Malnourished population (percent) ,HDI Low,0.69543,0.65419,2.27697
2077,MALNPOPP,Malnourished population (percent) ,HDI Low,0.64136,0.6034,2.149
2078,MALNPOPP,Malnourished population (percent) ,HDI Low,0.59256,0.55484,2.02884
2079,MALNPOPP,Malnourished population (percent) ,HDI Low,0.54486,0.51555,1.9173
2080,MALNPOPP,Malnourished population (percent) ,HDI Low,0.50622,0.47556,1.81005
2081,MALNPOPP,Malnourished population (percent) ,HDI Low,0.46658,0.43799,1.70919
2082,MALNPOPP,Malnourished population (percent) ,HDI Low,0.43016,0.38689,1.61253
2083,MALNPOPP,Malnourished population (percent) ,HDI Low,0.37974,0.35576,1.5197
2084,MALNPOPP,Malnourished population (percent) ,HDI Low,0.34953,0.32748,1.43554
2085,MALNPOPP,Malnourished population (percent) ,HDI Low,0.32152,0.30125,1.3564
2086,MALNPOPP,Malnourished population (percent) ,HDI Low,0.29598,0.27751,1.28189
2087,MALNPOPP,Malnourished population (percent) ,HDI Low,0.27233,0.25586,1.21219
2088,MALNPOPP,Malnourished population (percent) ,HDI Low,0.25104,0.23629,1.15062
2089,MALNPOPP,Malnourished population (percent) ,HDI Low,0.23144,0.21805,1.0901
2090,MALNPOPP,Malnourished population (percent) ,HDI Low,0.21345,0.20141,1.03438
2091,MALNPOPP,Malnourished population (percent) ,HDI Low,0.19697,0.18603,0.98156
2092,MALNPOPP,Malnourished population (percent) ,HDI Low,0.18198,0.17188,0.93256
2093,MALNPOPP,Malnourished population (percent) ,HDI Low,0.16839,0.15881,0.88681
2094,MALNPOPP,Malnourished population (percent) ,HDI Low,0.15484,0.13901,0.84043
2095,MALNPOPP,Malnourished population (percent) ,HDI Low,0.14242,0.12724,0.79675
2096,MALNPOPP,Malnourished population (percent) ,HDI Low,0.13093,0.1164,0.74385
2097,MALNPOPP,Malnourished population (percent) ,HDI Low,0.12038,0.10658,0.70489
2098,MALNPOPP,Malnourished population (percent) ,HDI Low,0.1044,0.09768,0.66844
2099,MALNPOPP,Malnourished population (percent) ,HDI Low,0.09613,0.08971,0.6343
2100,MALNPOPP,Malnourished population (percent) ,HDI Low,0.08861,0.08243,0.60191
2019,MATMORTRATIO,Maternal mortality (ratio),HDI Low,548.40,548.4,548.4
2020,MATMORTRATIO,Maternal mortality (ratio),HDI Low,528.8,528.8,528.8
2021,MATMORTRATIO,Maternal mortality (ratio),HDI Low,517.7,517.7,517.7
2022,MATMORTRATIO,Maternal mortality (ratio),HDI Low,505.6,505.6,505.6
2023,MATMORTRATIO,Maternal mortality (ratio),HDI Low,495,495,495
2024,MATMORTRATIO,Maternal mortality (ratio),HDI Low,483.8,483.9,483.8
2025,MATMORTRATIO,Maternal mortality (ratio),HDI Low,472.3,472.1,472.2
2026,MATMORTRATIO,Maternal mortality (ratio),HDI Low,460.4,459.9,460.3
2027,MATMORTRATIO,Maternal mortality (ratio),HDI Low,448,447.4,448.5
2028,MATMORTRATIO,Maternal mortality (ratio),HDI Low,435.4,434.7,436.6
2029,MATMORTRATIO,Maternal mortality (ratio),HDI Low,422.8,422,424.6
2030,MATMORTRATIO,Maternal mortality (ratio),HDI Low,410,409.1,412.6
2031,MATMORTRATIO,Maternal mortality (ratio),HDI Low,397.2,396.2,400.5
2032,MATMORTRATIO,Maternal mortality (ratio),HDI Low,384.3,383.1,388.5
2033,MATMORTRATIO,Maternal mortality (ratio),HDI Low,371.2,369.8,376.3
2034,MATMORTRATIO,Maternal mortality (ratio),HDI Low,358,356.5,364.1
2035,MATMORTRATIO,Maternal mortality (ratio),HDI Low,345,343.3,351.8
2036,MATMORTRATIO,Maternal mortality (ratio),HDI Low,332,330.4,339.5
2037,MATMORTRATIO,Maternal mortality (ratio),HDI Low,319.3,317.6,327.3
2038,MATMORTRATIO,Maternal mortality (ratio),HDI Low,306.8,305.1,315.2
2039,MATMORTRATIO,Maternal mortality (ratio),HDI Low,294.5,292.8,303.2
2040,MATMORTRATIO,Maternal mortality (ratio),HDI Low,282.5,280.8,291.5
2041,MATMORTRATIO,Maternal mortality (ratio),HDI Low,270.6,268.8,280
2042,MATMORTRATIO,Maternal mortality (ratio),HDI Low,258.8,256.9,268.7
2043,MATMORTRATIO,Maternal mortality (ratio),HDI Low,246.9,244.9,257.5
2044,MATMORTRATIO,Maternal mortality (ratio),HDI Low,235.1,232.9,246.5
2045,MATMORTRATIO,Maternal mortality (ratio),HDI Low,223.4,221.1,235.5
2046,MATMORTRATIO,Maternal mortality (ratio),HDI Low,211.9,209.5,224.5
2047,MATMORTRATIO,Maternal mortality (ratio),HDI Low,200.7,198.3,213.5
2048,MATMORTRATIO,Maternal mortality (ratio),HDI Low,189.8,187.5,202.7
2049,MATMORTRATIO,Maternal mortality (ratio),HDI Low,179.7,177.4,192
2050,MATMORTRATIO,Maternal mortality (ratio),HDI Low,170.1,167.9,181.6
2051,MATMORTRATIO,Maternal mortality (ratio),HDI Low,161.1,158.9,171.5
2052,MATMORTRATIO,Maternal mortality (ratio),HDI Low,152.5,150.3,162
2053,MATMORTRATIO,Maternal mortality (ratio),HDI Low,144.2,142,153.1
2054,MATMORTRATIO,Maternal mortality (ratio),HDI Low,136.1,133.9,144.6
2055,MATMORTRATIO,Maternal mortality (ratio),HDI Low,128,125.7,136.5
2056,MATMORTRATIO,Maternal mortality (ratio),HDI Low,120,117.8,128.6
2057,MATMORTRATIO,Maternal mortality (ratio),HDI Low,112.2,110,120.9
2058,MATMORTRATIO,Maternal mortality (ratio),HDI Low,104.4,102.3,113.5
2059,MATMORTRATIO,Maternal mortality (ratio),HDI Low,96.85,94.75,106.2
2060,MATMORTRATIO,Maternal mortality (ratio),HDI Low,89.44,87.41,99.01
2061,MATMORTRATIO,Maternal mortality (ratio),HDI Low,82.2,80.51,92.02
2062,MATMORTRATIO,Maternal mortality (ratio),HDI Low,76.44,75.11,85.26
2063,MATMORTRATIO,Maternal mortality (ratio),HDI Low,71.96,70.91,78.75
2064,MATMORTRATIO,Maternal mortality (ratio),HDI Low,68.49,67.67,73.65
2065,MATMORTRATIO,Maternal mortality (ratio),HDI Low,65.8,65.14,69.65
2066,MATMORTRATIO,Maternal mortality (ratio),HDI Low,63.76,63.15,66.53
2067,MATMORTRATIO,Maternal mortality (ratio),HDI Low,61.81,61.22,64.1
2068,MATMORTRATIO,Maternal mortality (ratio),HDI Low,59.93,59.35,62.25
2069,MATMORTRATIO,Maternal mortality (ratio),HDI Low,58.1,57.54,60.46
2070,MATMORTRATIO,Maternal mortality (ratio),HDI Low,56.33,55.78,58.73
2071,MATMORTRATIO,Maternal mortality (ratio),HDI Low,54.62,54.08,57.03
2072,MATMORTRATIO,Maternal mortality (ratio),HDI Low,52.95,52.43,55.34
2073,MATMORTRATIO,Maternal mortality (ratio),HDI Low,51.34,50.83,53.69
2074,MATMORTRATIO,Maternal mortality (ratio),HDI Low,49.76,49.26,52.09
2075,MATMORTRATIO,Maternal mortality (ratio),HDI Low,48.23,47.74,50.54
2076,MATMORTRATIO,Maternal mortality (ratio),HDI Low,46.75,46.27,49.04
2077,MATMORTRATIO,Maternal mortality (ratio),HDI Low,45.31,44.84,47.58
2078,MATMORTRATIO,Maternal mortality (ratio),HDI Low,43.91,43.44,46.15
2079,MATMORTRATIO,Maternal mortality (ratio),HDI Low,42.54,42.08,44.77
2080,MATMORTRATIO,Maternal mortality (ratio),HDI Low,41.21,40.76,43.42
2081,MATMORTRATIO,Maternal mortality (ratio),HDI Low,39.92,39.48,42.12
2082,MATMORTRATIO,Maternal mortality (ratio),HDI Low,38.67,38.23,40.84
2083,MATMORTRATIO,Maternal mortality (ratio),HDI Low,37.45,37.02,39.61
2084,MATMORTRATIO,Maternal mortality (ratio),HDI Low,36.26,35.91,38.41
2085,MATMORTRATIO,Maternal mortality (ratio),HDI Low,35.15,34.89,37.25
2086,MATMORTRATIO,Maternal mortality (ratio),HDI Low,34.15,33.88,36.12
2087,MATMORTRATIO,Maternal mortality (ratio),HDI Low,33.17,32.91,35.03
2088,MATMORTRATIO,Maternal mortality (ratio),HDI Low,32.21,31.95,33.96
2089,MATMORTRATIO,Maternal mortality (ratio),HDI Low,31.28,31.02,32.93
2090,MATMORTRATIO,Maternal mortality (ratio),HDI Low,30.37,30.12,31.92
2091,MATMORTRATIO,Maternal mortality (ratio),HDI Low,29.48,29.23,30.95
2092,MATMORTRATIO,Maternal mortality (ratio),HDI Low,28.61,28.37,30
2093,MATMORTRATIO,Maternal mortality (ratio),HDI Low,27.76,27.53,29.08
2094,MATMORTRATIO,Maternal mortality (ratio),HDI Low,26.94,26.71,28.18
2095,MATMORTRATIO,Maternal mortality (ratio),HDI Low,26.15,25.92,27.31
2096,MATMORTRATIO,Maternal mortality (ratio),HDI Low,25.37,25.15,26.47
2097,MATMORTRATIO,Maternal mortality (ratio),HDI Low,24.61,24.39,25.64
2098,MATMORTRATIO,Maternal mortality (ratio),HDI Low,23.88,23.66,24.85
2099,MATMORTRATIO,Maternal mortality (ratio),HDI Low,23.16,22.95,24.07
2100,MATMORTRATIO,Maternal mortality (ratio),HDI Low,22.46,22.26,23.35
2019,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,29.42,29.42,29.42
2020,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,29.35,29.35,29.35
2021,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,28.86,28.86,28.86
2022,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,28.15,28.15,28.15
2023,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,27.68,27.68,27.68
2024,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,27.1,26.87,27.1
2025,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,26.53,26.22,26.31
2026,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,25.94,25.48,25.64
2027,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,25.34,24.73,24.86
2028,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,24.72,23.98,24.09
2029,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,24.11,23.25,23.35
2030,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,23.54,22.55,22.65
2031,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,22.99,21.87,22
2032,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,22.48,21.21,21.36
2033,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,21.97,20.56,20.75
2034,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,21.48,19.94,20.15
2035,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,21.01,19.33,19.57
2036,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,20.54,18.74,18.99
2037,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,20.08,18.19,18.43
2038,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,19.61,17.67,17.9
2039,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,19.16,17.16,17.39
2040,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,18.71,16.67,16.9
2041,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,18.27,16.19,16.43
2042,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,17.83,15.73,15.97
2043,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,17.41,15.27,15.52
2044,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,16.99,14.82,15.08
2045,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,16.58,14.38,14.65
2046,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,16.17,13.96,14.24
2047,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,15.77,13.55,13.83
2048,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,15.37,13.14,13.43
2049,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,14.99,12.75,13.05
2050,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,14.62,12.35,12.67
2051,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,14.25,11.96,12.3
2052,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,13.89,11.58,11.94
2053,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,13.54,11.21,11.58
2054,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,13.19,10.85,11.22
2055,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,12.85,10.49,10.86
2056,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,12.51,10.12,10.51
2057,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,12.18,9.77982,10.15
2058,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,11.86,9.43326,9.8096
2059,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,11.54,9.08862,9.46058
2060,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,11.23,8.74136,9.12949
2061,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,10.92,8.40254,8.79457
2062,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,10.61,8.06284,8.46198
2063,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,10.29,7.73134,8.12977
2064,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,9.98497,7.41456,7.80654
2065,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,9.67403,7.10974,7.49897
2066,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,9.37705,6.80957,7.19725
