Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base
2067,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.31153,1.14007,1.16292
2068,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.28235,1.1106,1.13273
2069,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.25365,1.08181,1.10312
2070,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.22534,1.05354,1.07403
2071,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.19738,1.02578,1.04532
2072,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.16969,0.99854,1.01712
2073,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.14223,0.97176,0.98936
2074,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.11511,0.94534,0.96204
2075,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.08819,0.91921,0.93512
2076,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.06146,0.89354,0.90859
2077,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.0349,0.86807,0.88248
2078,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,1.00851,0.84302,0.85671
2079,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.99566,0.83147,0.84458
2080,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.98293,0.82021,0.83269
2081,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.97041,0.80908,0.82107
2082,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.9581,0.79827,0.80976
2083,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.94602,0.78765,0.79873
2084,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.93419,0.77728,0.788
2085,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.92241,0.76703,0.77739
2086,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.91094,0.75701,0.76706
2087,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.89978,0.7473,0.75705
2088,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.889,0.73791,0.74738
2089,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.8786,0.72883,0.73806
2090,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.86851,0.72012,0.72911
2091,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.85875,0.71173,0.72053
2092,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.84938,0.70359,0.71225
2093,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.84037,0.69573,0.70423
2094,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.83159,0.68815,0.69649
2095,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.82313,0.68085,0.68901
2096,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.81497,0.6738,0.68179
2097,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.80709,0.66697,0.67477
2098,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.79948,0.66033,0.66796
2099,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.79214,0.65388,0.66135
2100,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Very High,0.7849,0.64753,0.6548
2019,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,7,6.55559,6.55559
2020,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,8.59606,8.59606,8.59606
2021,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,7.78243,7.78243,7.78243
2022,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,7.47371,7.47377,7.47371
2023,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,6.97055,6.97055,6.97055
2024,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,6.76754,6.26137,6.76754
2025,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,6.08195,5.62851,6.57414
2026,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,5.34561,5.01209,6.21987
2027,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,4.65077,4.40267,5.77142
2028,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,4.03269,3.8357,5.34394
2029,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,3.4655,3.2986,4.91222
2030,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,2.96278,2.81213,4.50966
2031,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,2.52601,2.38129,4.15726
2032,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,2.14699,2.00857,3.87276
2033,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,1.8188,1.69154,3.62112
2034,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,1.53701,1.4241,3.39481
2035,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,1.29512,1.19966,3.1819
2036,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,1.08736,1.00334,2.97397
2037,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.90757,0.89685,2.76471
2038,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.80918,0.79582,2.55421
2039,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.71685,0.698,2.3458
2040,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.63062,0.60531,2.14483
2041,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.55137,0.52051,1.9581
2042,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.4798,0.44654,1.78873
2043,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.41792,0.38371,1.63881
2044,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.36545,0.3318,1.50889
2045,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.32154,0.28987,1.39465
2046,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.28458,0.25538,1.2927
2047,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.25284,0.22627,1.19962
2048,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.22489,0.20068,1.11227
2049,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.19945,0.17752,1.02843
2050,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.17637,0.15813,0.95112
2051,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.15735,0.14101,0.88085
2052,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.13967,0.12517,0.81956
2053,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.12325,0.11045,0.76108
2054,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.10818,0.09701,0.70621
2055,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.09463,0.08489,0.65427
2056,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.08275,0.07421,0.6063
2057,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.07241,0.06491,0.56238
2058,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.06346,0.05693,0.52118
2059,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.05577,0.05008,0.48389
2060,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.04881,0.04429,0.45121
2061,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.04374,0.03993,0.42204
2062,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.03995,0.03666,0.39597
2063,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.03718,0.03424,0.37158
2064,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.03517,0.03252,0.34886
2065,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.03375,0.03145,0.33212
2066,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.03281,0.03077,0.31926
2067,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.03217,0.03038,0.30867
2068,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.03177,0.03021,0.29975
2069,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.03151,0.03015,0.29197
2070,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.03132,0.03011,0.2854
2071,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.03111,0.03004,0.27955
2072,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.03087,0.0299,0.27457
2073,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.03058,0.02965,0.2702
2074,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.03026,0.02934,0.26652
2075,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.02991,0.02892,0.26277
2076,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.02947,0.02842,0.25886
2077,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.02895,0.02783,0.25429
2078,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.02835,0.02718,0.24924
2079,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.02761,0.0264,0.24315
2080,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.02673,0.0255,0.23641
2081,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.02569,0.02444,0.22862
2082,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.02449,0.02324,0.22014
2083,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.02324,0.02218,0.21108
2084,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.02207,0.02095,0.20175
2085,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.02063,0.01955,0.19182
2086,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.01913,0.01812,0.18203
2087,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.01767,0.01675,0.17261
2088,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.01632,0.01546,0.16371
2089,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.01512,0.01431,0.15534
2090,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.01405,0.01328,0.14735
2091,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.0131,0.01236,0.13983
2092,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.01223,0.01151,0.13293
2093,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.0114,0.01072,0.1266
2094,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.01061,0.00997,0.1209
2095,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.00982,0.00923,0.11567
2096,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.00905,0.00853,0.11097
2097,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.00829,0.00786,0.10654
2098,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.00756,0.00722,0.10252
2099,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.00686,0.00662,0.099
2100,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Very High,0.00624,0.00609,0.09609
2019,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0,0.41071,0.41071
2020,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.53658,0.53658,0.53658
2021,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.48438,0.48438,0.48438
2022,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.46401,0.46401,0.46401
2023,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.43192,0.43192,0.43192
2024,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.41866,0.38735,0.41866
2025,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.37571,0.3477,0.40612
2026,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.32978,0.3092,0.38371
2027,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.28655,0.27126,0.3556
2028,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.24817,0.23605,0.32888
2029,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.21303,0.20277,0.30199
2030,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.18194,0.17269,0.27698
2031,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.15498,0.1461,0.25513
2032,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.13163,0.12314,0.2375
2033,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.11143,0.10363,0.22194
2034,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.09411,0.08719,0.20798
2035,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.07926,0.07342,0.19487
2036,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.06653,0.06138,0.18209
2037,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.05551,0.05485,0.16926
2038,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.04949,0.04867,0.15638
2039,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.04384,0.04269,0.14365
2040,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.03858,0.03702,0.13138
2041,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.03374,0.03184,0.11999
2042,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.02937,0.02733,0.10968
2043,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.0256,0.0235,0.10056
2044,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.0224,0.02034,0.09267
2045,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.01973,0.01778,0.08574
2046,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.01748,0.01568,0.07957
2047,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.01555,0.01391,0.07394
2048,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.01385,0.01236,0.06866
2049,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.0123,0.01095,0.06359
2050,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.0109,0.00977,0.05891
2051,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00974,0.00872,0.05467
2052,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00866,0.00776,0.05097
2053,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00766,0.00686,0.04744
2054,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00674,0.00604,0.04412
2055,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00591,0.0053,0.04097
2056,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00518,0.00464,0.03807
2057,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00454,0.00407,0.0354
2058,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00399,0.00358,0.0329
2059,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00352,0.00316,0.03063
2060,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00309,0.0028,0.02864
2061,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00277,0.00253,0.02687
2062,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00254,0.00233,0.02528
2063,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00237,0.00218,0.02379
2064,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00225,0.00208,0.02241
2065,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00216,0.00202,0.02139
2066,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00211,0.00198,0.02063
2067,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00208,0.00196,0.02
2068,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00206,0.00195,0.01949
2069,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00205,0.00196,0.01904
2070,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00204,0.00196,0.01867
2071,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00203,0.00196,0.01834
2072,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00202,0.00196,0.01807
2073,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00201,0.00195,0.01784
2074,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00199,0.00193,0.01765
2075,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00198,0.00191,0.01746
2076,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00195,0.00188,0.01726
2077,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00193,0.00185,0.01701
2078,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00189,0.00181,0.01672
2079,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00185,0.00177,0.01637
2080,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.0018,0.00171,0.01597
2081,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00173,0.00165,0.01549
2082,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00166,0.00157,0.01496
2083,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00158,0.0015,0.0144
2084,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.0015,0.00143,0.01381
2085,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00141,0.00134,0.01317
2086,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00131,0.00124,0.01254
2087,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00122,0.00115,0.01193
2088,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00113,0.00107,0.01135
2089,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00105,0.00099,0.01081
2090,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00098,0.00092,0.01028
2091,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00091,0.00086,0.00979
2092,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00086,0.00081,0.00934
2093,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.0008,0.00075,0.00892
2094,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00075,0.0007,0.00855
2095,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00069,0.00065,0.0082
2096,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00064,0.0006,0.0079
2097,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00059,0.00056,0.0076
2098,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00054,0.00051,0.00734
2099,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00049,0.00047,0.00711
2100,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Very High,0.00045,0.00044,0.00692
2019,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,101,100.6,100.6
2020,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.8,100.8,100.8
2021,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,101,101,101
2022,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,101.3,101.3,101.3
2023,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,101.9,101.9,101.9
2024,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,101.9,101.9,101.9
2025,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,102.1,102.1,102.1
2026,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,101.8,101.9,101.9
2027,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,101.5,101.5,101.5
2028,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,101.2,101.3,101.2
2029,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,101.1,101.2,101.2
2030,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,101,101,101
2031,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.8,100.9,100.9
2032,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.7,100.8,100.8
2033,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.6,100.6,100.6
2034,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.5,100.6,100.5
2035,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.4,100.5,100.5
2036,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.4,100.5,100.5
2037,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.4,100.5,100.4
2038,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.4,100.4,100.4
2039,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.3,100.4,100.4
2040,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.3,100.3,100.3
2041,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.3,100.3,100.3
2042,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.2,100.2,100.2
2043,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.2,100.2,100.2
2044,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.2,100.1,100.2
2045,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.1,100.1,100.1
2046,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.1,100.1,100.1
2047,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100.1,100.1,100.1
2048,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2049,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2050,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2051,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2052,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2053,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2054,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2055,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2056,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2057,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2058,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2059,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2060,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2061,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2062,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2063,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2064,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2065,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2066,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2067,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2068,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2069,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2070,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2071,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2072,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2073,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2074,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2075,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2076,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2077,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2078,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2079,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2080,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2081,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2082,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2083,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2084,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2085,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2086,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2087,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2088,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2089,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2090,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2091,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2092,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2093,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2094,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2095,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2096,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2097,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2098,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2099,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
2100,EDPRICR,Primary education gross completion rate (percent) ,HDI Very High,100,100,100
